batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_irony
21,1,1.0277881622314453,0.9511399269104004,331,0,0,331,0,17,17,0.0,0.0,0.0002165,0.0001655,5.1e-05,0
22,1,1.0458581447601318,1.016355037689209,332,0,0,332,0,18,18,0.0,0.0,0.00022,0.000166,5.4e-05,1
23,1,1.0911180973052979,1.0545670986175537,336,0,0,336,0,17,17,0.0,0.0,0.000219,0.000168,5.1e-05,0
24,1,1.0474438667297363,1.0043079853057861,328,0,0,328,0,18,18,0.0,0.0,0.000218,0.000164,5.4e-05,1
25,1,1.01664400100708,1.0136492252349854,218,0,0,218,0,18,18,0.0,0.0,0.000163,0.000109,5.4e-05,0
26,1,1.0096309185028076,1.0075960159301758,329,0,0,329,0,18,18,0.0,0.0,0.0002185,0.0001645,5.4e-05,1
27,1,1.1218979358673096,1.119886875152588,346,0,0,346,0,17,17,0.0,0.0,0.000224,0.000173,5.1e-05,1
28,1,1.039350986480713,1.009995937347412,345,0,0,345,0,18,18,0.0,0.0,0.0002265,0.0001725,5.4e-05,1
29,1,1.326375961303711,1.2974672317504883,329,0,0,329,0,18,18,0.0,0.0,0.0002185,0.0001645,5.4e-05,0
30,1,0.9849209785461426,0.9837977886199951,333,0,0,333,0,18,18,0.0,0.0,0.0002205,0.0001665,5.4e-05,0
31,1,1.2290008068084717,1.2004740238189697,353,0,0,353,0,16,16,0.0,0.0,0.0002245,0.0001765,4.8e-05,1
32,1,1.0123059749603271,1.009394884109497,352,0,0,352,0,17,17,0.0,0.0,0.000227,0.000176,5.1e-05,0
33,1,1.004242181777954,0.9331488609313965,343,0,0,343,0,18,18,0.0,0.0,0.0002255,0.0001715,5.4e-05,0
34,1,1.0293018817901611,1.027259111404419,341,0,0,341,0,18,18,0.0,0.0,0.0002245,0.0001705,5.4e-05,1
35,1,0.9649760723114014,0.9349350929260254,338,0,0,338,0,18,18,0.0,0.0,0.000223,0.000169,5.4e-05,1
36,1,1.1338000297546387,1.0689220428466797,343,0,0,343,0,18,18,0.0,0.0,0.0002255,0.0001715,5.4e-05,1
37,1,1.039273977279663,0.9496839046478271,344,0,0,344,0,17,17,0.0,0.0,0.000223,0.000172,5.1e-05,0
38,1,0.9820232391357422,0.9294557571411133,352,0,0,352,0,17,17,0.0,0.0,0.000227,0.000176,5.1e-05,1
39,1,0.9784729480743408,0.9322810173034668,330,0,0,330,0,18,18,0.0,0.0,0.000219,0.000165,5.4e-05,0
40,1,0.9671409130096436,0.911125898361206,343,0,0,343,0,17,17,0.0,0.0,0.0002225,0.0001715,5.1e-05,0
41,1,0.991905927658081,0.9478070735931396,338,0,0,338,0,17,17,0.0,0.0,0.00022,0.000169,5.1e-05,1
42,1,1.1559360027313232,1.1530649662017822,332,0,0,332,0,18,18,0.0,0.0,0.00022,0.000166,5.4e-05,1
43,1,1.2295868396759033,1.2215931415557861,336,0,0,336,0,17,17,0.0,0.0,0.000219,0.000168,5.1e-05,1
44,1,1.0427608489990234,1.0041131973266602,344,0,0,344,0,18,18,0.0,0.0,0.000226,0.000172,5.4e-05,0
45,1,1.0869519710540771,1.0841259956359863,358,0,0,358,0,18,18,0.0,0.0,0.000233,0.000179,5.4e-05,1
46,1,1.1531152725219727,1.1107580661773682,347,0,0,347,0,18,18,0.0,0.0,0.0002275,0.0001735,5.4e-05,0
47,1,1.0979409217834473,1.0362639427185059,347,0,0,347,0,18,18,0.0,0.0,0.0002275,0.0001735,5.4e-05,1
48,1,1.0980851650238037,1.0957989692687988,337,0,0,337,0,17,17,0.0,0.0,0.0002195,0.0001685,5.1e-05,0
49,1,1.0190680027008057,1.0146450996398926,341,0,0,341,0,18,18,0.0,0.0,0.0002245,0.0001705,5.4e-05,0
50,1,1.113039255142212,1.1106581687927246,343,0,0,343,0,18,18,0.0,0.0,0.0002255,0.0001715,5.4e-05,0
51,1,1.0016908645629883,0.9514670372009277,334,0,0,334,0,17,17,0.0,0.0,0.000218,0.000167,5.1e-05,1
52,1,1.140212059020996,1.081657886505127,352,0,0,352,0,18,18,0.0,0.0,0.00023,0.000176,5.4e-05,0
53,1,1.2211530208587646,1.1802690029144287,345,0,0,345,0,17,17,0.0,0.0,0.0002235,0.0001725,5.1e-05,0
54,1,0.9359521865844727,0.8866198062896729,348,0,0,348,0,18,18,0.0,0.0,0.000228,0.000174,5.4e-05,0
55,1,1.253401756286621,1.1935949325561523,337,0,0,337,0,18,18,0.0,0.0,0.0002225,0.0001685,5.4e-05,0
56,1,1.0539140701293945,1.0531210899353027,343,0,0,343,0,18,18,0.0,0.0,0.0002255,0.0001715,5.4e-05,0
57,1,0.9260201454162598,0.919196367263794,338,0,0,338,0,18,18,0.0,0.0,0.000223,0.000169,5.4e-05,1
58,1,1.0269050598144531,1.008721113204956,332,0,0,332,0,18,18,0.0,0.0,0.00022,0.000166,5.4e-05,0
59,1,0.9911830425262451,0.9368886947631836,337,0,0,337,0,18,18,0.0,0.0,0.0002225,0.0001685,5.4e-05,1
60,1,1.2490859031677246,1.2241830825805664,336,0,0,336,0,17,17,0.0,0.0,0.000219,0.000168,5.1e-05,1
61,1,1.1143600940704346,1.0558578968048096,354,0,0,354,0,17,17,0.0,0.0,0.000228,0.000177,5.1e-05,0
62,1,1.1803820133209229,1.1199920177459717,340,0,0,340,0,17,17,0.0,0.0,0.000221,0.00017,5.1e-05,1
63,1,1.1423988342285156,1.140113115310669,342,0,0,342,0,18,18,0.0,0.0,0.000225,0.000171,5.4e-05,1
64,1,1.4805560111999512,1.407562017440796,328,0,0,328,0,17,17,0.0,0.0,0.000215,0.000164,5.1e-05,0
65,1,1.190248966217041,1.0303280353546143,353,0,0,353,0,18,18,0.0,0.0,0.0002305,0.0001765,5.4e-05,0
66,1,1.154742956161499,1.1009440422058105,337,0,0,337,0,17,17,0.0,0.0,0.0002195,0.0001685,5.1e-05,0
67,1,1.584151029586792,1.5624771118164062,333,0,0,333,0,17,17,0.0,0.0,0.0002175,0.0001665,5.1e-05,1
68,1,1.0257470607757568,0.990332841873169,342,0,0,342,0,17,17,0.0,0.0,0.000222,0.000171,5.1e-05,1
69,1,1.1163790225982666,1.0854949951171875,331,0,0,331,0,18,18,0.0,0.0,0.0002195,0.0001655,5.4e-05,1
70,1,1.0937106609344482,1.0842511653900146,338,0,0,338,0,18,18,0.0,0.0,0.000223,0.000169,5.4e-05,1
71,1,1.7497029304504395,1.7314660549163818,332,0,0,332,0,18,18,0.0,0.0,0.00022,0.000166,5.4e-05,0
72,1,1.296903133392334,1.2950291633605957,336,0,0,336,0,17,17,0.0,0.0,0.000219,0.000168,5.1e-05,1
73,1,1.2376072406768799,1.2228584289550781,336,0,0,336,0,18,18,0.0,0.0,0.000222,0.000168,5.4e-05,1
74,1,1.0049898624420166,0.996190071105957,341,0,0,341,0,18,18,0.0,0.0,0.0002245,0.0001705,5.4e-05,1
75,1,0.9783940315246582,0.9756989479064941,330,0,0,330,0,17,17,0.0,0.0,0.000216,0.000165,5.1e-05,0
76,1,1.0239129066467285,0.99434494972229,356,0,0,356,0,18,18,0.0,0.0,0.000232,0.000178,5.4e-05,0
77,1,1.1430108547210693,1.1414730548858643,342,0,0,342,0,18,18,0.0,0.0,0.000225,0.000171,5.4e-05,1
78,1,1.1134989261627197,1.1124110221862793,359,0,0,359,0,18,18,0.0,0.0,0.0002335,0.0001795,5.4e-05,1
79,1,1.0311660766601562,0.9684827327728271,331,0,0,331,0,18,18,0.0,0.0,0.0002195,0.0001655,5.4e-05,1
80,1,1.3098070621490479,1.3077309131622314,345,0,0,345,0,17,17,0.0,0.0,0.0002235,0.0001725,5.1e-05,1
81,1,1.1212749481201172,1.1188430786132812,342,0,0,342,0,18,18,0.0,0.0,0.000225,0.000171,5.4e-05,0
82,1,1.219865083694458,1.1098167896270752,338,0,0,338,0,18,18,0.0,0.0,0.000223,0.000169,5.4e-05,0
83,1,1.0557868480682373,1.0128998756408691,336,0,0,336,0,17,17,0.0,0.0,0.000219,0.000168,5.1e-05,0
84,1,1.2765908241271973,1.2748103141784668,328,0,0,328,0,18,18,0.0,0.0,0.000218,0.000164,5.4e-05,1
85,1,0.9811830520629883,0.9521949291229248,344,0,0,344,0,18,18,0.0,0.0,0.000226,0.000172,5.4e-05,0
86,1,1.161142110824585,1.1469969749450684,324,0,0,324,0,17,17,0.0,0.0,0.000213,0.000162,5.1e-05,0
87,1,1.0075230598449707,1.0055508613586426,342,0,0,342,0,18,18,0.0,0.0,0.000225,0.000171,5.4e-05,1
88,1,1.0069072246551514,1.004662036895752,352,0,0,352,0,18,18,0.0,0.0,0.00023,0.000176,5.4e-05,0
89,1,1.1195108890533447,1.1176190376281738,339,0,0,339,0,18,18,0.0,0.0,0.0002235,0.0001695,5.4e-05,0
90,1,1.1699461936950684,1.086704969406128,333,0,0,333,0,18,18,0.0,0.0,0.0002205,0.0001665,5.4e-05,1
91,1,1.2335779666900635,1.1790540218353271,341,0,0,341,0,18,18,0.0,0.0,0.0002245,0.0001705,5.4e-05,0
92,1,1.065857172012329,1.0223379135131836,340,0,0,340,0,18,18,0.0,0.0,0.000224,0.00017,5.4e-05,0
93,1,1.0431947708129883,1.0069580078125,335,0,0,335,0,17,17,0.0,0.0,0.0002185,0.0001675,5.1e-05,1
94,1,1.0488221645355225,0.9875979423522949,349,0,0,349,0,18,18,0.0,0.0,0.0002285,0.0001745,5.4e-05,0
95,1,1.090029001235962,1.0402922630310059,338,0,0,338,0,18,18,0.0,0.0,0.000223,0.000169,5.4e-05,1
96,1,1.1739614009857178,1.1716508865356445,334,0,0,334,0,17,17,0.0,0.0,0.000218,0.000167,5.1e-05,1
97,1,1.2783658504486084,1.1181092262268066,360,0,0,360,0,20,20,0.0,0.0,0.00024,0.00018,6e-05,0
98,1,1.1385810375213623,1.0925087928771973,347,0,0,347,0,17,17,0.0,0.0,0.0002245,0.0001735,5.1e-05,1
99,1,0.9019529819488525,0.8500869274139404,358,0,0,358,0,18,18,0.0,0.0,0.000233,0.000179,5.4e-05,1
100,1,1.2231369018554688,1.1621499061584473,347,0,0,347,0,18,18,0.0,0.0,0.0002275,0.0001735,5.4e-05,0
