batch_number,num_reviews_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_positive
47,1,7.561722755432129,4.299696922302246,551,0,0,551,0,23,23,0.0,0.0,0.001998,0.001653,0.000345,1
48,1,1.5187921524047852,1.2066659927368164,564,0,0,564,0,23,23,0.0,0.0,0.002037,0.001692,0.000345,1
49,1,3.361189126968384,2.755566120147705,539,0,0,539,0,23,23,0.0,0.0,0.001962,0.001617,0.000345,1
50,1,2.1488168239593506,2.1425180435180664,562,0,0,562,0,23,23,0.0,0.0,0.002031,0.001686,0.000345,1
51,1,2.0352892875671387,1.7331907749176025,537,0,0,537,0,23,23,0.0,0.0,0.001956,0.001611,0.000345,0
52,1,2.1383450031280518,1.709597110748291,563,0,0,563,0,23,23,0.0,0.0,0.002034,0.001689,0.000345,1
53,1,2.978395938873291,2.976544141769409,541,0,0,541,0,23,23,0.0,0.0,0.001968,0.001623,0.000345,1
54,1,2.880631923675537,2.8789470195770264,532,0,0,532,0,23,23,0.0,0.0,0.001941,0.001596,0.000345,1
55,1,3.332731008529663,1.895212173461914,537,0,0,537,0,23,23,0.0,0.0,0.001956,0.001611,0.000345,0
56,1,1.7586750984191895,1.6200628280639648,557,0,0,557,0,22,22,0.0,0.0,0.002001,0.001671,0.00033,0
57,1,1.7939651012420654,1.5982887744903564,512,0,0,512,0,22,22,0.0,0.0,0.001866,0.001536,0.00033,1
58,1,2.526940107345581,1.197979211807251,531,0,0,531,0,23,23,0.0,0.0,0.001938,0.001593,0.000345,0
59,1,1.665032148361206,1.6552069187164307,573,0,0,573,0,23,23,0.0,0.0,0.002064,0.001719,0.000345,0
60,1,2.903887987136841,2.8445160388946533,537,0,0,537,0,23,23,0.0,0.0,0.001956,0.001611,0.000345,1
61,1,2.554190158843994,1.6606707572937012,508,0,0,508,0,23,23,0.0,0.0,0.001869,0.001524,0.000345,0
62,1,1.855691909790039,1.686439037322998,516,0,0,516,0,23,23,0.0,0.0,0.001893,0.001548,0.000345,0
63,1,2.1615519523620605,1.750593900680542,518,0,0,518,0,23,23,0.0,0.0,0.001899,0.001554,0.000345,1
64,1,2.139820098876953,2.1311137676239014,556,0,0,556,0,22,22,0.0,0.0,0.001998,0.001668,0.00033,1
65,1,2.0510549545288086,2.044847249984741,533,0,0,533,0,23,23,0.0,0.0,0.001944,0.001599,0.000345,0
66,1,2.0235068798065186,2.0188560485839844,556,0,0,556,0,23,23,0.0,0.0,0.002013,0.001668,0.000345,1
67,1,3.8809220790863037,3.8789491653442383,544,0,0,544,0,23,23,0.0,0.0,0.001977,0.001632,0.000345,1
68,1,2.1502718925476074,2.1374127864837646,535,0,0,535,0,23,23,0.0,0.0,0.00195,0.001605,0.000345,1
69,1,1.7076091766357422,1.3141822814941406,522,0,0,522,0,22,22,0.0,0.0,0.001896,0.001566,0.00033,1
70,1,2.5566320419311523,1.8498051166534424,546,0,0,546,0,23,23,0.0,0.0,0.001983,0.001638,0.000345,1
71,1,1.7234301567077637,1.3277418613433838,513,0,0,513,0,22,22,0.0,0.0,0.001869,0.001539,0.00033,0
72,1,4.559412956237793,2.972867965698242,565,0,0,565,0,22,22,0.0,0.0,0.002025,0.001695,0.00033,1
73,1,3.2074549198150635,3.078253984451294,520,0,0,520,0,23,23,0.0,0.0,0.001905,0.00156,0.000345,1
74,1,5.011127948760986,3.776859998703003,534,0,0,534,0,23,23,0.0,0.0,0.001947,0.001602,0.000345,1
75,1,2.5502002239227295,1.337827205657959,547,0,0,547,0,23,23,0.0,0.0,0.001986,0.001641,0.000345,1
76,1,4.27364182472229,4.168938159942627,551,0,0,551,0,23,23,0.0,0.0,0.001998,0.001653,0.000345,1
77,1,1.7210228443145752,1.545522928237915,528,0,0,528,0,23,23,0.0,0.0,0.001929,0.001584,0.000345,0
78,1,3.3045248985290527,2.431447982788086,524,0,0,524,0,23,23,0.0,0.0,0.001917,0.001572,0.000345,0
79,1,2.708155870437622,2.217319965362549,528,0,0,528,0,23,23,0.0,0.0,0.001929,0.001584,0.000345,1
80,1,2.7973849773406982,2.3023061752319336,557,0,0,557,0,23,23,0.0,0.0,0.002016,0.001671,0.000345,0
81,1,2.0354089736938477,1.2632920742034912,546,0,0,546,0,23,23,0.0,0.0,0.001983,0.001638,0.000345,0
82,1,2.1347408294677734,1.4504199028015137,538,0,0,538,0,23,23,0.0,0.0,0.001959,0.001614,0.000345,1
83,1,2.349281072616577,1.939507007598877,573,0,0,573,0,23,23,0.0,0.0,0.002064,0.001719,0.000345,0
84,1,3.2592368125915527,1.831407070159912,549,0,0,549,0,23,23,0.0,0.0,0.001992,0.001647,0.000345,0
85,1,3.0715670585632324,3.0695433616638184,564,0,0,564,0,22,22,0.0,0.0,0.002022,0.001692,0.00033,1
86,1,3.2221429347991943,1.3081469535827637,540,0,0,540,0,23,23,0.0,0.0,0.001965,0.00162,0.000345,1
87,1,1.754072666168213,1.3448545932769775,560,0,0,560,0,23,23,0.0,0.0,0.002025,0.00168,0.000345,0
88,1,6.7064619064331055,3.8960912227630615,571,0,0,571,0,23,23,0.0,0.0,0.002058,0.001713,0.000345,0
89,1,2.4154160022735596,2.4090702533721924,549,0,0,549,0,23,23,0.0,0.0,0.001992,0.001647,0.000345,0
90,1,5.926801919937134,5.92439603805542,560,0,0,560,0,23,23,0.0,0.0,0.002025,0.00168,0.000345,0
91,1,3.256986141204834,1.4734327793121338,512,0,0,512,0,22,22,0.0,0.0,0.001866,0.001536,0.00033,0
92,1,2.12530779838562,1.7286736965179443,533,0,0,533,0,24,24,0.0,0.0,0.001959,0.001599,0.00036,1
93,1,2.244145154953003,1.848858118057251,527,0,0,527,0,25,25,0.0,0.0,0.001956,0.001581,0.000375,0
94,1,3.8819892406463623,2.148747682571411,553,0,0,553,0,23,23,0.0,0.0,0.002004,0.001659,0.000345,0
95,1,1.8497040271759033,1.8423731327056885,552,0,0,552,0,23,23,0.0,0.0,0.002001,0.001656,0.000345,0
96,1,3.551990032196045,3.4626753330230713,510,0,0,510,0,22,22,0.0,0.0,0.00186,0.00153,0.00033,0
97,1,2.1555259227752686,1.7450690269470215,553,0,0,553,0,23,23,0.0,0.0,0.002004,0.001659,0.000345,1
98,1,4.399664878845215,2.5615150928497314,544,0,0,544,0,23,23,0.0,0.0,0.001977,0.001632,0.000345,0
99,1,2.439923048019409,1.3254568576812744,512,0,0,512,0,22,22,0.0,0.0,0.001866,0.001536,0.00033,1
100,1,2.583867311477661,2.5737221240997314,533,0,0,533,0,23,23,0.0,0.0,0.001944,0.001599,0.000345,1
