batch_number,num_reviews_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_positive
16,1,3.4473280906677246,1.834510087966919,267,0,0,267,0,25,25,0.0,0.0,0.0010425,0.0006675,0.000375,0
17,1,2.2646830081939697,0.7709581851959229,296,0,0,296,0,26,26,0.0,0.0,0.00113,0.00074,0.00039,1
18,1,1.53043794631958,1.3454010486602783,285,0,0,285,0,26,26,0.0,0.0,0.0011025,0.0007125,0.00039,1
19,1,2.188466787338257,2.0940229892730713,274,0,0,274,0,26,26,0.0,0.0,0.001075,0.000685,0.00039,1
20,1,1.0951511859893799,0.7769150733947754,310,0,0,310,0,26,26,0.0,0.0,0.001165,0.000775,0.00039,1
21,1,1.2108080387115479,0.8893766403198242,296,0,0,296,0,26,26,0.0,0.0,0.00113,0.00074,0.00039,1
22,1,1.1138207912445068,0.8009090423583984,301,0,0,301,0,26,26,0.0,0.0,0.0011425,0.0007525,0.00039,1
23,1,1.316392183303833,1.0669739246368408,304,0,0,304,0,26,26,0.0,0.0,0.00115,0.00076,0.00039,1
24,1,2.4426560401916504,0.7781877517700195,294,0,0,294,0,26,26,0.0,0.0,0.001125,0.000735,0.00039,1
25,1,2.947674036026001,2.4536972045898438,314,0,0,314,0,26,26,0.0,0.0,0.001175,0.000785,0.00039,1
26,1,1.0295259952545166,0.7048158645629883,283,0,0,283,0,26,26,0.0,0.0,0.0010975,0.0007075,0.00039,0
27,1,1.1664249897003174,0.8922629356384277,282,0,0,282,0,25,25,0.0,0.0,0.00108,0.000705,0.000375,0
28,1,1.2200939655303955,1.0226690769195557,293,0,0,293,0,26,26,0.0,0.0,0.0011225,0.0007325,0.00039,0
29,1,1.0944597721099854,1.051182746887207,296,0,0,296,0,26,26,0.0,0.0,0.00113,0.00074,0.00039,0
30,1,1.0801746845245361,0.855161190032959,279,0,0,279,0,26,26,0.0,0.0,0.0010875,0.0006975,0.00039,0
31,1,1.3442578315734863,1.0269529819488525,284,0,0,284,0,26,26,0.0,0.0,0.0011,0.00071,0.00039,1
32,1,1.0439519882202148,0.9539079666137695,293,0,0,293,0,26,26,0.0,0.0,0.0011225,0.0007325,0.00039,0
33,1,1.4196338653564453,1.1200158596038818,312,0,0,312,0,26,26,0.0,0.0,0.00117,0.00078,0.00039,0
34,1,1.3558859825134277,1.0353186130523682,276,0,0,276,0,26,26,0.0,0.0,0.00108,0.00069,0.00039,1
35,1,1.9692628383636475,1.0577738285064697,314,0,0,314,0,26,26,0.0,0.0,0.001175,0.000785,0.00039,0
36,1,1.0878572463989258,0.8300480842590332,317,0,0,317,0,26,26,0.0,0.0,0.0011825,0.0007925,0.00039,0
37,1,2.873100996017456,2.4655470848083496,305,0,0,305,0,26,26,0.0,0.0,0.0011525,0.0007625,0.00039,1
38,1,1.0691900253295898,0.6676690578460693,278,0,0,278,0,26,26,0.0,0.0,0.001085,0.000695,0.00039,1
39,1,2.0620877742767334,1.0943841934204102,286,0,0,286,0,26,26,0.0,0.0,0.001105,0.000715,0.00039,0
40,1,1.0581450462341309,0.6966438293457031,285,0,0,285,0,26,26,0.0,0.0,0.0011025,0.0007125,0.00039,0
41,1,1.0586678981781006,1.05417799949646,309,0,0,309,0,26,26,0.0,0.0,0.0011625,0.0007725,0.00039,0
42,1,1.3552320003509521,0.8005499839782715,310,0,0,310,0,26,26,0.0,0.0,0.001165,0.000775,0.00039,1
43,1,1.9149518013000488,1.909637689590454,301,0,0,301,0,26,26,0.0,0.0,0.0011425,0.0007525,0.00039,1
44,1,2.257323980331421,1.9642071723937988,306,0,0,306,0,26,26,0.0,0.0,0.001155,0.000765,0.00039,0
45,1,2.2509450912475586,0.856198787689209,297,0,0,297,0,26,26,0.0,0.0,0.0011325,0.0007425,0.00039,0
46,1,1.0727970600128174,0.7770600318908691,307,0,0,307,0,26,26,0.0,0.0,0.0011575,0.0007675,0.00039,1
47,1,1.0035278797149658,0.6423289775848389,304,0,0,304,0,26,26,0.0,0.0,0.00115,0.00076,0.00039,1
48,1,2.815279245376587,2.8093860149383545,314,0,0,314,0,26,26,0.0,0.0,0.001175,0.000785,0.00039,1
49,1,1.9161837100982666,1.595857858657837,288,0,0,288,0,26,26,0.0,0.0,0.00111,0.00072,0.00039,1
50,1,1.3070340156555176,0.994887113571167,309,0,0,309,0,26,26,0.0,0.0,0.0011625,0.0007725,0.00039,1
51,1,0.9255671501159668,0.6298868656158447,289,0,0,289,0,26,26,0.0,0.0,0.0011125,0.0007225,0.00039,0
52,1,0.9443600177764893,0.655632734298706,314,0,0,314,0,26,26,0.0,0.0,0.001175,0.000785,0.00039,1
53,1,0.9893012046813965,0.718376874923706,293,0,0,293,0,26,26,0.0,0.0,0.0011225,0.0007325,0.00039,1
54,1,0.9971718788146973,0.6327569484710693,283,0,0,283,0,26,26,0.0,0.0,0.0010975,0.0007075,0.00039,1
55,1,1.0602478981018066,0.731436014175415,292,0,0,292,0,26,26,0.0,0.0,0.00112,0.00073,0.00039,0
56,1,1.1927399635314941,1.1592490673065186,305,0,0,305,0,26,26,0.0,0.0,0.0011525,0.0007625,0.00039,1
57,1,1.037818193435669,0.9303789138793945,269,0,0,269,0,25,25,0.0,0.0,0.0010475,0.0006725,0.000375,1
58,1,0.8740808963775635,0.5697181224822998,285,0,0,285,0,26,26,0.0,0.0,0.0011025,0.0007125,0.00039,0
59,1,1.053408145904541,0.7313897609710693,323,0,0,323,0,26,26,0.0,0.0,0.0011975,0.0008075,0.00039,0
60,1,1.0133461952209473,0.7293119430541992,287,0,0,287,0,26,26,0.0,0.0,0.0011075,0.0007175,0.00039,1
61,1,1.9187290668487549,0.6657729148864746,269,0,0,269,0,26,26,0.0,0.0,0.0010625,0.0006725,0.00039,0
62,1,1.1544227600097656,0.8690700531005859,272,0,0,272,0,26,26,0.0,0.0,0.00107,0.00068,0.00039,0
63,1,1.2604339122772217,0.8374209403991699,273,0,0,273,0,26,26,0.0,0.0,0.0010725,0.0006825,0.00039,1
64,1,1.2675647735595703,0.9682741165161133,302,0,0,302,0,25,25,0.0,0.0,0.00113,0.000755,0.000375,1
65,1,1.0204181671142578,0.7067101001739502,290,0,0,290,0,26,26,0.0,0.0,0.001115,0.000725,0.00039,0
66,1,0.9050989151000977,0.6160380840301514,306,0,0,306,0,26,26,0.0,0.0,0.001155,0.000765,0.00039,1
67,1,1.0379369258880615,0.7335050106048584,298,0,0,298,0,26,26,0.0,0.0,0.001135,0.000745,0.00039,1
68,1,2.3315489292144775,0.730654239654541,284,0,0,284,0,26,26,0.0,0.0,0.0011,0.00071,0.00039,1
69,1,1.1142640113830566,0.8560140132904053,279,0,0,279,0,25,25,0.0,0.0,0.0010725,0.0006975,0.000375,1
70,1,0.8068232536315918,0.5620269775390625,300,0,0,300,0,26,26,0.0,0.0,0.00114,0.00075,0.00039,1
71,1,1.1508471965789795,0.844581127166748,271,0,0,271,0,25,25,0.0,0.0,0.0010525,0.0006775,0.000375,0
72,1,1.508695125579834,1.1325709819793701,324,0,0,324,0,26,26,0.0,0.0,0.0012,0.00081,0.00039,1
73,1,1.1814970970153809,0.9962029457092285,277,0,0,277,0,26,26,0.0,0.0,0.0010825,0.0006925,0.00039,1
74,1,1.257045030593872,0.8031458854675293,292,0,0,292,0,26,26,0.0,0.0,0.00112,0.00073,0.00039,1
75,1,0.8664629459381104,0.594897985458374,302,0,0,302,0,26,26,0.0,0.0,0.001145,0.000755,0.00039,1
76,1,1.320389986038208,1.3174901008605957,306,0,0,306,0,26,26,0.0,0.0,0.001155,0.000765,0.00039,1
77,1,0.9506020545959473,0.6652989387512207,283,0,0,283,0,26,26,0.0,0.0,0.0010975,0.0007075,0.00039,0
78,1,0.9383227825164795,0.6428313255310059,280,0,0,280,0,26,26,0.0,0.0,0.00109,0.0007,0.00039,0
79,1,1.8682880401611328,1.8162848949432373,285,0,0,285,0,26,26,0.0,0.0,0.0011025,0.0007125,0.00039,1
80,1,1.2143871784210205,0.8077230453491211,310,0,0,310,0,26,26,0.0,0.0,0.001165,0.000775,0.00039,0
81,1,1.0807931423187256,0.8219740390777588,302,0,0,302,0,26,26,0.0,0.0,0.001145,0.000755,0.00039,0
82,1,1.1742041110992432,0.8624122142791748,289,0,0,289,0,26,26,0.0,0.0,0.0011125,0.0007225,0.00039,1
83,1,1.0547568798065186,0.714447021484375,328,0,0,328,0,26,26,0.0,0.0,0.00121,0.00082,0.00039,0
84,1,0.9297542572021484,0.5994858741760254,300,0,0,300,0,26,26,0.0,0.0,0.00114,0.00075,0.00039,0
85,1,1.0095829963684082,0.7118768692016602,315,0,0,315,0,26,26,0.0,0.0,0.0011775,0.0007875,0.00039,1
86,1,2.6996169090270996,0.7399239540100098,297,0,0,297,0,25,25,0.0,0.0,0.0011175,0.0007425,0.000375,1
87,1,1.3034467697143555,1.0104360580444336,311,0,0,311,0,26,26,0.0,0.0,0.0011675,0.0007775,0.00039,0
88,1,1.042280912399292,0.8156070709228516,323,0,0,323,0,26,26,0.0,0.0,0.0011975,0.0008075,0.00039,0
89,1,1.1150410175323486,0.8611938953399658,301,0,0,301,0,26,26,0.0,0.0,0.0011425,0.0007525,0.00039,0
90,1,1.206082820892334,0.7789990901947021,315,0,0,315,0,26,26,0.0,0.0,0.0011775,0.0007875,0.00039,0
91,1,1.0295641422271729,0.7177689075469971,270,0,0,270,0,25,25,0.0,0.0,0.00105,0.000675,0.000375,0
92,1,1.0116238594055176,0.7522509098052979,289,0,0,289,0,26,26,0.0,0.0,0.0011125,0.0007225,0.00039,1
93,1,0.9413578510284424,0.6553552150726318,284,0,0,284,0,26,26,0.0,0.0,0.0011,0.00071,0.00039,1
94,1,0.9534282684326172,0.6619088649749756,307,0,0,307,0,26,26,0.0,0.0,0.0011575,0.0007675,0.00039,0
95,1,2.035630941390991,0.6930251121520996,302,0,0,302,0,26,26,0.0,0.0,0.001145,0.000755,0.00039,0
96,1,1.0268800258636475,0.6848540306091309,267,0,0,267,0,25,25,0.0,0.0,0.0010425,0.0006675,0.000375,0
97,1,0.8389408588409424,0.5771310329437256,303,0,0,303,0,26,26,0.0,0.0,0.0011475,0.0007575,0.00039,1
98,1,0.9587917327880859,0.6632959842681885,300,0,0,300,0,26,26,0.0,0.0,0.00114,0.00075,0.00039,0
99,1,1.280625343322754,0.6035010814666748,272,0,0,272,0,25,25,0.0,0.0,0.001055,0.00068,0.000375,1
100,1,0.9463789463043213,0.7224359512329102,286,0,0,286,0,26,26,0.0,0.0,0.001105,0.000715,0.00039,1
