batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_irony
35,1,1.038144826889038,0.9252548217773438,553,0,0,553,0,25,25,0.0,0.0,0.000678,0.000553,0.000125,0
36,1,1.3207738399505615,1.0300047397613525,553,0,0,553,0,25,25,0.0,0.0,0.000678,0.000553,0.000125,1
37,1,1.8871972560882568,1.7968707084655762,555,0,0,555,0,24,24,0.0,0.0,0.000675,0.000555,0.00012,0
38,1,1.3207550048828125,1.1727118492126465,567,0,0,567,0,24,24,0.0,0.0,0.000687,0.000567,0.00012,0
39,1,1.146225929260254,0.9744648933410645,542,0,0,542,0,25,25,0.0,0.0,0.000667,0.000542,0.000125,0
40,1,1.1382689476013184,1.0000128746032715,552,0,0,552,0,24,24,0.0,0.0,0.000672,0.000552,0.00012,0
41,1,1.1240220069885254,0.9954347610473633,553,0,0,553,0,24,24,0.0,0.0,0.000673,0.000553,0.00012,1
42,1,1.301764965057373,1.1529295444488525,543,0,0,543,0,25,25,0.0,0.0,0.000668,0.000543,0.000125,0
43,1,0.8875679969787598,0.7776992321014404,547,0,0,547,0,24,24,0.0,0.0,0.000667,0.000547,0.00012,1
44,1,0.9141829013824463,0.7767791748046875,558,0,0,558,0,25,25,0.0,0.0,0.000683,0.000558,0.000125,0
45,1,1.1980516910552979,1.0520045757293701,572,0,0,572,0,25,25,0.0,0.0,0.000697,0.000572,0.000125,0
46,1,1.2915217876434326,1.1598789691925049,566,0,0,566,0,25,25,0.0,0.0,0.000691,0.000566,0.000125,0
47,1,1.125333547592163,0.9341585636138916,564,0,0,564,0,25,25,0.0,0.0,0.000689,0.000564,0.000125,1
48,1,0.9118814468383789,0.7292327880859375,549,0,0,549,0,24,24,0.0,0.0,0.000669,0.000549,0.00012,0
49,1,0.9035885334014893,0.7210290431976318,548,0,0,548,0,25,25,0.0,0.0,0.000673,0.000548,0.000125,0
50,1,0.9154183864593506,0.8130855560302734,559,0,0,559,0,25,25,0.0,0.0,0.000684,0.000559,0.000125,1
51,1,1.185253381729126,1.0316197872161865,546,0,0,546,0,24,24,0.0,0.0,0.000666,0.000546,0.00012,1
52,1,1.0341129302978516,0.9022834300994873,565,0,0,565,0,25,25,0.0,0.0,0.00069,0.000565,0.000125,0
53,1,1.3012566566467285,1.1572015285491943,554,0,0,554,0,24,24,0.0,0.0,0.000674,0.000554,0.00012,1
54,1,0.9835960865020752,0.8683063983917236,556,0,0,556,0,25,25,0.0,0.0,0.000681,0.000556,0.000125,0
55,1,0.902752161026001,0.7742502689361572,547,0,0,547,0,25,25,0.0,0.0,0.000672,0.000547,0.000125,0
56,1,1.2592568397521973,1.1061646938323975,554,0,0,554,0,25,25,0.0,0.0,0.000679,0.000554,0.000125,0
57,1,0.9122889041900635,0.8000123500823975,548,0,0,548,0,25,25,0.0,0.0,0.000673,0.000548,0.000125,1
58,1,1.1309545040130615,0.9491102695465088,550,0,0,550,0,25,25,0.0,0.0,0.000675,0.00055,0.000125,0
59,1,1.0100407600402832,0.8901736736297607,550,0,0,550,0,25,25,0.0,0.0,0.000675,0.00055,0.000125,1
60,1,1.5312416553497314,1.3446135520935059,556,0,0,556,0,24,24,0.0,0.0,0.000676,0.000556,0.00012,1
61,1,1.3201260566711426,1.213395595550537,567,0,0,567,0,24,24,0.0,0.0,0.000687,0.000567,0.00012,1
62,1,2.9445502758026123,2.0271542072296143,553,0,0,553,0,24,24,0.0,0.0,0.000673,0.000553,0.00012,1
63,1,1.0118260383605957,0.8781428337097168,559,0,0,559,0,25,25,0.0,0.0,0.000684,0.000559,0.000125,1
64,1,1.3328766822814941,1.3127565383911133,546,0,0,546,0,24,24,0.0,0.0,0.000666,0.000546,0.00012,0
65,1,0.9626085758209229,0.810920238494873,561,0,0,561,0,25,25,0.0,0.0,0.000686,0.000561,0.000125,0
66,1,1.5744287967681885,1.400726556777954,551,0,0,551,0,24,24,0.0,0.0,0.000671,0.000551,0.00012,0
67,1,1.0286750793457031,0.8761270046234131,540,0,0,540,0,24,24,0.0,0.0,0.00066,0.00054,0.00012,0
68,1,1.0591599941253662,0.8934910297393799,559,0,0,559,0,24,24,0.0,0.0,0.000679,0.000559,0.00012,1
69,1,1.070397138595581,0.9184932708740234,545,0,0,545,0,25,25,0.0,0.0,0.00067,0.000545,0.000125,1
70,1,0.9962863922119141,0.8571779727935791,549,0,0,549,0,25,25,0.0,0.0,0.000674,0.000549,0.000125,1
71,1,1.0884208679199219,0.924471378326416,541,0,0,541,0,25,25,0.0,0.0,0.000666,0.000541,0.000125,0
72,1,0.9557640552520752,0.8543059825897217,554,0,0,554,0,24,24,0.0,0.0,0.000674,0.000554,0.00012,1
73,1,1.2452242374420166,1.0997505187988281,547,0,0,547,0,25,25,0.0,0.0,0.000672,0.000547,0.000125,1
74,1,1.9158976078033447,1.7922682762145996,548,0,0,548,0,25,25,0.0,0.0,0.000673,0.000548,0.000125,1
75,1,1.394420862197876,1.231358289718628,540,0,0,540,0,24,24,0.0,0.0,0.00066,0.00054,0.00012,0
76,1,0.9452345371246338,0.8055617809295654,567,0,0,567,0,25,25,0.0,0.0,0.000692,0.000567,0.000125,0
77,1,1.1288728713989258,1.0078401565551758,554,0,0,554,0,25,25,0.0,0.0,0.000679,0.000554,0.000125,1
78,1,0.9026503562927246,0.7951030731201172,570,0,0,570,0,25,25,0.0,0.0,0.000695,0.00057,0.000125,1
79,1,1.2394869327545166,1.1184077262878418,540,0,0,540,0,25,25,0.0,0.0,0.000665,0.00054,0.000125,1
80,1,0.8630197048187256,0.7654862403869629,561,0,0,561,0,24,24,0.0,0.0,0.000681,0.000561,0.00012,1
81,1,1.2748897075653076,1.1006050109863281,555,0,0,555,0,25,25,0.0,0.0,0.00068,0.000555,0.000125,0
82,1,0.9450128078460693,0.801856279373169,552,0,0,552,0,25,25,0.0,0.0,0.000677,0.000552,0.000125,1
83,1,1.2083792686462402,1.0703530311584473,547,0,0,547,0,24,24,0.0,0.0,0.000667,0.000547,0.00012,0
84,1,1.100985050201416,0.96380615234375,543,0,0,543,0,25,25,0.0,0.0,0.000668,0.000543,0.000125,1
85,1,1.0700020790100098,0.9090456962585449,556,0,0,556,0,25,25,0.0,0.0,0.000681,0.000556,0.000125,0
86,1,1.3824949264526367,1.1906824111938477,535,0,0,535,0,24,24,0.0,0.0,0.000655,0.000535,0.00012,0
87,1,1.076918125152588,0.9748609066009521,556,0,0,556,0,25,25,0.0,0.0,0.000681,0.000556,0.000125,1
88,1,1.2176334857940674,0.8883485794067383,566,0,0,566,0,25,25,0.0,0.0,0.000691,0.000566,0.000125,0
89,1,1.036562204360962,0.87579345703125,551,0,0,551,0,25,25,0.0,0.0,0.000676,0.000551,0.000125,0
90,1,1.210280418395996,1.1017255783081055,541,0,0,541,0,25,25,0.0,0.0,0.000666,0.000541,0.000125,1
91,1,1.2468221187591553,1.064985990524292,550,0,0,550,0,25,25,0.0,0.0,0.000675,0.00055,0.000125,0
92,1,1.6253201961517334,1.4648942947387695,553,0,0,553,0,25,25,0.0,0.0,0.000678,0.000553,0.000125,0
93,1,1.4798672199249268,1.3542659282684326,546,0,0,546,0,24,24,0.0,0.0,0.000666,0.000546,0.00012,1
94,1,1.3127694129943848,1.1485204696655273,574,0,0,574,0,25,25,0.0,0.0,0.000699,0.000574,0.000125,0
95,1,1.2786943912506104,1.1527235507965088,553,0,0,553,0,25,25,0.0,0.0,0.000678,0.000553,0.000125,1
96,1,0.8978796005249023,0.7679574489593506,553,0,0,553,0,24,24,0.0,0.0,0.000673,0.000553,0.00012,1
97,1,1.0801827907562256,0.9506082534790039,574,0,0,574,0,24,24,0.0,0.0,0.000694,0.000574,0.00012,0
98,1,1.1672706604003906,1.031266212463379,559,0,0,559,0,24,24,0.0,0.0,0.000679,0.000559,0.00012,1
99,1,1.1833860874176025,1.0642025470733643,576,0,0,576,0,25,25,0.0,0.0,0.000701,0.000576,0.000125,1
100,1,1.2945632934570312,1.1725564002990723,565,0,0,565,0,25,25,0.0,0.0,0.00069,0.000565,0.000125,0
